place_name,url,category,rating,num_of_reviews,reviews_content,lat,long
Church of St. Vincent de Fora,"https://www.google.com/maps/place/Church+of+St.+Vincent+de+Fora/@38.713516,-9.1815782,14z/data=!4m11!1m3!2m2!1sCathedral+in+Alvalade,+Portugal,+Lisbon!6e1!3m6!1s0xd1933888b779287:0xb323541633365a23!8m2!3d38.7148876!4d-9.1276501!15sCidDYXRoZWRyYWwgaW4gQWx2YWxhZGUsIFBvcnR1Z2FsLCBMaXNib25aJyIlY2F0aGVkcmFsIGluIGFsdmFsYWRlIHBvcnR1Z2FsIGxpc2JvbpIBD2NhdGhvbGljX2NodXJjaJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSeU9FczNSMUZCRUFF4AEA-gEFCOADEEY!16zL20vMDg2a2I4?hl=en&entry=ttu&g_ep=EgoyMDI2MDEyNS4wIKXMDSoKLDEwMDc5MjA2N0gBUAM%3D",Culture,4.6,20,"A beautiful and tranquil church. Few visitors on a weekday in December. Time and space to appreciate wonderful monastic chanting playing in the background. The multi-lingual signs direct you towards the amazing collection of blue and white tiles (azulejo) which decorate the cloisters, walls, and stairs. These are simply stunning. Many depict rural scenes and the pursuits of the gentry, while others capture funny parables and fables. The latter are very well presented for visitors, with written summaries of each one in Portuguese and English. In total there are over 200 tiled panels so some you might want to study carefully and others you might spend less time on, depending on your schedule. Another highlight for us is the 360 degree panoramic view from the roof, well worth the climb. A fascinating good-value  visit. Seems to be overlooked by many tourists. || Thank you so much for this wonderful and thoughtful review! We’re truly delighted to hear that you enjoyed the calm atmosphere of the church and had the time and space to fully appreciate the monastic chanting and the remarkable azulejo collection.  It’s especially rewarding to know that the multilingual interpretation and the presentation of the tile panels helped bring the stories to life for you. With more than 200 panels, it’s lovely to hear you took the time to explore them at your own pace.  We’re also very glad you enjoyed the panoramic rooftop view, it really is a special perspective over Lisbon and a highlight for many of our visitors.  Thank you for highlighting the tranquility and value of the visit, and for helping bring attention to a place that often remains a hidden gem. We hope to welcome you back again in the future! || A beautiful and peaceful church with impressive architecture and stunning tile work. It’s less crowded than other Lisbon landmarks, which makes it a nice spot to explore in a calm atmosphere. The cloisters and the rooftop view are definitely worth seeing || Thank you so much for your kind words and thoughtful review! We're truly happy to hear that you enjoyed the peaceful atmosphere and took the time to appreciate the architecture and tile work. The cloisters and rooftop views are indeed special, and we're glad they made an impression on you. We always strive to offer a calm and meaningful experience for our visitors—thank you for being part of it! || Such an underrated gem! My friends and I spent nearly two hours exploring the beautiful rooms, the church, cloisters, and vast collection of religious artifacts with great explanations. The rooftop views are stunning, and best of all, it’s not crowded. || Thank you so much for your comment! We're happy to hear that you enjoyed the visit, the explanations, and the views from the terrace. We hope to welcome you back soon! || Not to be missed, really enjoyed our visit here. Think we got lucky as we arrived quite later but it was open because it was Sunday. Nice place to walk around with loads of interesting large blue and white tiles. Great views at the top too. || Thank you so much for your visit and kind words! We are very happy to know that you enjoyed the monastery, the tiles, and the views. || This is amazing place! Not crowded, cheap entrance tickets. I highly recommend you to visit it. Very underrated, unfortunately. || Thank you so much for your kind review! We’re really happy to hear that you enjoyed the place and appreciated the peaceful atmosphere and affordable tickets. Your recommendation truly means a lot to us. We agree, it’s a hidden gem, and we’re glad you discovered it! || Marvellous.  The complex as a whole is one of the best religious buildings we have visited in Lisbon. The museum is beautifully laid out with some fantastic items. The two cloisters are an oasis of serenity  - plain simple white but with a series of beautiful tiled scenes/panels (65 in total). The actual church is massive with a series of beautifully decorated side chapels. The highlight has to be the views over Lisbon from the roof. We spent well over a hour just wondering around enjoying its serenity and elegant beauty. || Thank you so much for your visit and for your kind words! We are delighted to know that you enjoyed exploring the Monastery of São Vicente de Fora and that you appreciated the serenity of the cloisters, the richness of the museum, and the beauty of the church—especially the view over Lisbon. Comments like yours are a great motivation for us to continue preserving this very special place. We hope to welcome you back soon! || Beautiful and peaceful spot in Alfama. The church is stunning inside and the cloisters with the blue azulejos are incredible. The rooftop view over Lisbon is worth the visit alone.  Quiet, historical, and full of charm. One of Lisbon’s hidden gems. || Thank you so much for your feedback!  We are very pleased to know that you enjoyed the church, the cloisters with their tiles, and the view from the terrace.  It's always a pleasure to welcome those who appreciate the history and tranquility of this special place.  We hope you will visit us again! || What a treasure in the middle of Lisbon.  Not far from the port. Definitely worth the time. Climb the bell tower if you can for amazing views of Lisbon. || Thank you so much for your comment!  We're glad to hear you enjoyed your visit and the view from the terrace. || I absolutely love the Mannerist complex – the simplicity and symmetry are just perfect! It’s also a very quiet spot, so you can really take your time and enjoy every detail. The exhibition offers a thorough look at the history from the medieval period, though most of it is in Portuguese. The architectural elements are definitely worth the visit, especially the cloisters and the rooftop terrace, which offer stunning views of Lisbon. The admission fee for adults is €8, and you get a discount with the Lisboa Card! || Thank you very much for your visit and kind comment about the Monastery. Wow! Fantastic description of the monastery with all essential details and information. Thank you very much for sharing your positive experience and promotion to our monastery. || An absolutely stunning church! The Church of St. Vincent de Fora is a hidden gem in Lisbon, offering breathtaking architecture and rich history. The interior is beautifully adorned, with intricate details and a peaceful atmosphere. The view from the rooftop is also incredible, providing a unique perspective of the city. The staff were welcoming and informative, making the visit even more enjoyable. A must-see for anyone in Lisbon – truly a remarkable experience! || Thank you very much for your visit and kind comment about the monastery. We are very glad to know that you enjoyed your time here and we are grateful for the magnificent description of your very positive experience. It is very rewarding for us that you not only enjoyed the monument itself which is stunning, but also appreciated the assistance provided by our staff. Hope to see you again in the future!",38.7148876,-9.1276501
Museum of Illusions Lisbon,"https://www.google.com/maps/place/Museum+of+Illusions+Lisbon/@38.713516,-9.1815782,14z/data=!4m10!1m3!2m2!1sCathedral+in+Alvalade,+Portugal,+Lisbon!6e1!3m5!1s0xd1935c1a6ccc98f:0x674e4742d36aba16!8m2!3d38.710515!4d-9.140485!16s%2Fg%2F11x2y44jy6?hl=en&entry=ttu&g_ep=EgoyMDI2MDEyNS4wIKXMDSoKLDEwMDc5MjA2N0gBUAM%3D",Culture,4.4,0,,38.710515,-9.140485
Igreja de São Mamede,"https://www.google.com/maps/place/Igreja+de+S%C3%A3o+Mamede/@38.7528102,-9.2109978,14z/data=!4m11!1m3!2m2!1sCathedral+in+Alvalade,+Portugal,+Lisbon!6e1!3m6!1s0xd19337bbe59b629:0x371f1a6f4a2000f2!8m2!3d38.7188113!4d-9.1523402!15sCidDYXRoZWRyYWwgaW4gQWx2YWxhZGUsIFBvcnR1Z2FsLCBMaXNib25aJyIlY2F0aGVkcmFsIGluIGFsdmFsYWRlIHBvcnR1Z2FsIGxpc2JvbpIBD2NhdGhvbGljX2NodXJjaJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VSMk56UlFVREpCUlJBQuABAPoBBAgrEDM!16s%2Fg%2F1ywpnsq4z?hl=en&entry=ttu&g_ep=EgoyMDI2MDEyNS4wIKXMDSoKLDEwMDc5MjA2N0gBUAM%3D",Culture,4.6,26,"We attended a Portuguese mass at this beautiful church around the corner from our hotel, The Vintage Lisbon. This church was built in the 18th century and is dedicated to Sao (Saint) Mamede who was/is revered throughout Portugal. He is … || A beautiful, peaceful church with a calming atmosphere. There are two trees on both side of the entrance door which makes you want to stand there and just look. There are also beautiful sculptures and figurines inside. Besides they provide hand sanitisers at the entrance of the church. || Went here for Christmas 2024 12 noon mass. Portuguese mass with beautiful voices of the choir. Very solemn celebration of the birth of Jesus Christ. || Hadn't realised this was a church actually, we only used the benches in front as a pit stop. The building is lovely to look at! Have not been inside. || Very simple, but beautiful. Interesting ""green carpet"" entrance. Lots of information at the entrance too. || Beautiful church which is looked after very well || Nice church. Better the mass than the architecture! 😇 … || Spiritual blessing place. || The visit is free and the interior of the church is truly enchanting. With tile work and a sky dedicated to the Holy Spirit, the atmosphere is truly striking. However, at the church entrance, there are some devout women at a table who call … || Not very pretty from the outside, however the mosaics inside are really lovely. || A very beautiful church with a set of tiles depicting part of the life of St. Mamede. In addition to the main altar, it has several altars with very beautiful images. A very pleasant visit. || Peaceful place! Church with a great square around it. Well located, highly recommend! || Saint Mamede's Day is celebrated on August 17th. The parish, honoring its patron saint, holds a mass with the blessing of animals and helmets. I recommend you attend this celebration. To learn more about Saint Mamede, please visit the church's website. || The church is located across from the hotel where I stayed. If you're in the area, I recommend a visit. || I like this church because my son got married here. My two oldest grandchildren were baptized here 💒⛪. Not far away I have other churches that I also like, but it seems like there's a magnet pulling me towards this one! These things can't be explained! I've only been to the other churches to see them! 🙏🎼🙏 … || I spent a large part of my working life on Rua Nova de São Mamede. Garagem Victória is right next to the church, and if I went in there more than one hand counted, it was a lot. … || Small and unspectacular church || I was going to see the Welcome exhibition, I waited 45 minutes but nobody bothered to come and open the door, other people waited and left. If they don't intend to keep to the opening hours posted on the sign, they might as well do nothing; … || The Parish Church of São Mamede, which existed in the old parish of São Mamede, in Lisbon, at least since 1190, was located on the slope of São Jorge Castle, on the current Rua de São Mamede (near Caldas). In 1769, it was transferred to … || Because it is a church that is sober on the outside but holds an innumerable treasure inside. The parish priest has led many to return to God, going to the peripheries, to the most vulnerable. Rosary from Monday to Saturday at 6 pm, Sunday … || Porcelain painting is worth watching patiently || I loved the church, Father Ismael expresses himself very well! He happens to be my son's brother-in-law and my princesses' uncle, but that's not why I'm saying good things! || An interesting church, especially for its Stations of the Cross in typical Portuguese blue tiles. || Perhaps due to the shade of the trees in front of the church, a tranquility and peace permeate this space, worthy of mention. || A very beautiful church inside, with a fine altar and well-crafted during the time of the Kings. || A charming, non-touristy place. Quiet and cozy, decorated inside in traditional Portuguese style with blue and white azulejo tiles.",38.7188113,-9.1523402
Church of Our Lady of Pena,"https://www.google.com/maps/place/Church+of+Our+Lady+of+Pena/@38.7528102,-9.2109978,14z/data=!4m11!1m3!2m2!1sCathedral+in+Alvalade,+Portugal,+Lisbon!6e1!3m6!1s0xd193386b084241b:0xd9d322a33f81bec0!8m2!3d38.7177747!4d-9.1393457!15sCidDYXRoZWRyYWwgaW4gQWx2YWxhZGUsIFBvcnR1Z2FsLCBMaXNib25aJyIlY2F0aGVkcmFsIGluIGFsdmFsYWRlIHBvcnR1Z2FsIGxpc2JvbpIBD2NhdGhvbGljX2NodXJjaJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VRdE4wa3pXVk5SRUFF4AEA-gEECBEQDw!16s%2Fg%2F1q6n2gxvt?hl=en&entry=ttu&g_ep=EgoyMDI2MDEyNS4wIKXMDSoKLDEwMDc5MjA2N0gBUAM%3D",Culture,4.6,7,"A hidden baroque jawell. || Beautiful church with the most warm and welcoming priest, Pe Nuno Tavares. It is indeed a place for calm and reunion with God. || Fabulous church. Worth the climb || I love churches.and this one is so beautiful!!!! || The church is in need of maintenance but has a remarkable architectural heritage. The pipe organ is a good example of this. || An unassuming church that captivated me. The beautiful dramatic lighting and Baroque details made time seem to stand still. I highly recommend it! It's not crowded, and right next to the oldest elevator and a garden with a beautiful view. || Wonderful Gospel Concert",38.7177747,-9.1393457
Church of St. Vincent de Fora,"https://www.google.com/maps/place/Church+of+St.+Vincent+de+Fora/@38.7148876,-9.1657589,14z/data=!4m11!1m3!2m2!1sCathedral+in+Alvalade,+Portugal,+Lisbon!6e1!3m6!1s0xd1933888b779287:0xb323541633365a23!8m2!3d38.7148876!4d-9.1276501!15sCidDYXRoZWRyYWwgaW4gQWx2YWxhZGUsIFBvcnR1Z2FsLCBMaXNib25aJyIlY2F0aGVkcmFsIGluIGFsdmFsYWRlIHBvcnR1Z2FsIGxpc2JvbpIBD2NhdGhvbGljX2NodXJjaJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSeU9FczNSMUZCRUFF4AEA-gEFCOADEEY!16zL20vMDg2a2I4?hl=en&entry=ttu&g_ep=EgoyMDI2MDEyNS4wIKXMDSoKLDEwMDc5MjA2N0gBUAM%3D",Culture,4.6,20,"A beautiful and tranquil church. Few visitors on a weekday in December. Time and space to appreciate wonderful monastic chanting playing in the background. The multi-lingual signs direct you towards the amazing collection of blue and white tiles (azulejo) which decorate the cloisters, walls, and stairs. These are simply stunning. Many depict rural scenes and the pursuits of the gentry, while others capture funny parables and fables. The latter are very well presented for visitors, with written summaries of each one in Portuguese and English. In total there are over 200 tiled panels so some you might want to study carefully and others you might spend less time on, depending on your schedule. Another highlight for us is the 360 degree panoramic view from the roof, well worth the climb. A fascinating good-value  visit. Seems to be overlooked by many tourists. || Thank you so much for this wonderful and thoughtful review! We’re truly delighted to hear that you enjoyed the calm atmosphere of the church and had the time and space to fully appreciate the monastic chanting and the remarkable azulejo collection.  It’s especially rewarding to know that the multilingual interpretation and the presentation of the tile panels helped bring the stories to life for you. With more than 200 panels, it’s lovely to hear you took the time to explore them at your own pace.  We’re also very glad you enjoyed the panoramic rooftop view, it really is a special perspective over Lisbon and a highlight for many of our visitors.  Thank you for highlighting the tranquility and value of the visit, and for helping bring attention to a place that often remains a hidden gem. We hope to welcome you back again in the future! || A beautiful and peaceful church with impressive architecture and stunning tile work. It’s less crowded than other Lisbon landmarks, which makes it a nice spot to explore in a calm atmosphere. The cloisters and the rooftop view are definitely worth seeing || Thank you so much for your kind words and thoughtful review! We're truly happy to hear that you enjoyed the peaceful atmosphere and took the time to appreciate the architecture and tile work. The cloisters and rooftop views are indeed special, and we're glad they made an impression on you. We always strive to offer a calm and meaningful experience for our visitors—thank you for being part of it! || Such an underrated gem! My friends and I spent nearly two hours exploring the beautiful rooms, the church, cloisters, and vast collection of religious artifacts with great explanations. The rooftop views are stunning, and best of all, it’s not crowded. || Thank you so much for your comment! We're happy to hear that you enjoyed the visit, the explanations, and the views from the terrace. We hope to welcome you back soon! || Not to be missed, really enjoyed our visit here. Think we got lucky as we arrived quite later but it was open because it was Sunday. Nice place to walk around with loads of interesting large blue and white tiles. Great views at the top too. || Thank you so much for your visit and kind words! We are very happy to know that you enjoyed the monastery, the tiles, and the views. || This is amazing place! Not crowded, cheap entrance tickets. I highly recommend you to visit it. Very underrated, unfortunately. || Thank you so much for your kind review! We’re really happy to hear that you enjoyed the place and appreciated the peaceful atmosphere and affordable tickets. Your recommendation truly means a lot to us. We agree, it’s a hidden gem, and we’re glad you discovered it! || Marvellous.  The complex as a whole is one of the best religious buildings we have visited in Lisbon. The museum is beautifully laid out with some fantastic items. The two cloisters are an oasis of serenity  - plain simple white but with a series of beautiful tiled scenes/panels (65 in total). The actual church is massive with a series of beautifully decorated side chapels. The highlight has to be the views over Lisbon from the roof. We spent well over a hour just wondering around enjoying its serenity and elegant beauty. || Thank you so much for your visit and for your kind words! We are delighted to know that you enjoyed exploring the Monastery of São Vicente de Fora and that you appreciated the serenity of the cloisters, the richness of the museum, and the beauty of the church—especially the view over Lisbon. Comments like yours are a great motivation for us to continue preserving this very special place. We hope to welcome you back soon! || Beautiful and peaceful spot in Alfama. The church is stunning inside and the cloisters with the blue azulejos are incredible. The rooftop view over Lisbon is worth the visit alone.  Quiet, historical, and full of charm. One of Lisbon’s hidden gems. || Thank you so much for your feedback!  We are very pleased to know that you enjoyed the church, the cloisters with their tiles, and the view from the terrace.  It's always a pleasure to welcome those who appreciate the history and tranquility of this special place.  We hope you will visit us again! || What a treasure in the middle of Lisbon.  Not far from the port. Definitely worth the time. Climb the bell tower if you can for amazing views of Lisbon. || Thank you so much for your comment!  We're glad to hear you enjoyed your visit and the view from the terrace. || I absolutely love the Mannerist complex – the simplicity and symmetry are just perfect! It’s also a very quiet spot, so you can really take your time and enjoy every detail. The exhibition offers a thorough look at the history from the medieval period, though most of it is in Portuguese. The architectural elements are definitely worth the visit, especially the cloisters and the rooftop terrace, which offer stunning views of Lisbon. The admission fee for adults is €8, and you get a discount with the Lisboa Card! || Thank you very much for your visit and kind comment about the Monastery. Wow! Fantastic description of the monastery with all essential details and information. Thank you very much for sharing your positive experience and promotion to our monastery. || An absolutely stunning church! The Church of St. Vincent de Fora is a hidden gem in Lisbon, offering breathtaking architecture and rich history. The interior is beautifully adorned, with intricate details and a peaceful atmosphere. The view from the rooftop is also incredible, providing a unique perspective of the city. The staff were welcoming and informative, making the visit even more enjoyable. A must-see for anyone in Lisbon – truly a remarkable experience! || Thank you very much for your visit and kind comment about the monastery. We are very glad to know that you enjoyed your time here and we are grateful for the magnificent description of your very positive experience. It is very rewarding for us that you not only enjoyed the monument itself which is stunning, but also appreciated the assistance provided by our staff. Hope to see you again in the future!",38.7148876,-9.1276501
Church of Our Lady of the Conception,"https://www.google.com/maps/place/Church+of+Our+Lady+of+the+Conception/@38.7148876,-9.1657589,14z/data=!4m11!1m3!2m2!1sCathedral+in+Alvalade,+Portugal,+Lisbon!6e1!3m6!1s0xd19337adaf100a7:0x57890f6cbd320aa4!8m2!3d38.7201888!4d-9.1559529!15sCidDYXRoZWRyYWwgaW4gQWx2YWxhZGUsIFBvcnR1Z2FsLCBMaXNib25aJyIlY2F0aGVkcmFsIGluIGFsdmFsYWRlIHBvcnR1Z2FsIGxpc2JvbpIBD2NhdGhvbGljX2NodXJjaJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VOcWVVOHpjRUZSRUFF4AEA-gEECAAQGw!16s%2Fg%2F11bwfklfcj?hl=en&entry=ttu&g_ep=EgoyMDI2MDEyNS4wIKXMDSoKLDEwMDc5MjA2N0gBUAM%3D",Culture,4.6,0,,38.7201888,-9.1559529
Igreja de Nossa Senhora da Penha de França,"https://www.google.com/maps/place/Igreja+de+Nossa+Senhora+da+Penha+de+Fran%C3%A7a/@38.7596307,-9.2034338,14z/data=!4m11!1m3!2m2!1sCathedral+in+Alvalade,+Portugal,+Lisbon!6e1!3m6!1s0xd1933890e33fcd3:0xbe47a8a021328b6e!8m2!3d38.7304641!4d-9.1314613!15sCidDYXRoZWRyYWwgaW4gQWx2YWxhZGUsIFBvcnR1Z2FsLCBMaXNib25aJyIlY2F0aGVkcmFsIGluIGFsdmFsYWRlIHBvcnR1Z2FsIGxpc2JvbpIBD2NhdGhvbGljX2NodXJjaJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VSS2RqUk1VWEJuUlJBQuABAPoBBAgAEBk!16s%2Fg%2F1yy3vmcj3?hl=en&entry=ttu&g_ep=EgoyMDI2MDEyNS4wIKXMDSoKLDEwMDc5MjA2N0gBUAM%3D",Culture,4.6,25,"Ancient Church on a hill. Magnificent sight. || Beautiful church. Do not miss promenade in the back for a city view and sunset. || Wet day in lisbon but loved this view point. Had to myself due to the rain || Old cathlic church. You can feel here 'the breath of history on your neck'. || It was closed to the public when I visited || A very beautiful place of worship and religious service. Splendid images of Our Lady of Penha de França. I enjoyed visiting this church and attending Mass. || The Church of Our Lady of Penha de França, built on one of the highest points in the city known as Cabeço de Alperce, is one of Lisbon's most original churches. Its construction began in 1597-98. In 1601 it was given to the Augustinian hermits. Between 1625 and 1635 a new temple was built to replace the previous one. In the 18th century, the church underwent further renovations, completed in 1754, which were severely damaged by the earthquake the following year, and subsequently rebuilt with the support of the Marquis of Marialva. In the 20th century it became a parish church. The cult of Our Lady of Penha de França originated from a legend about a lizard that spread throughout Brazil and the East through Portuguese navigators. Notable features of the church include the atrium, staircase, octagonal interior, marble cladding in various colors, the altarpiece, images, and the sacristy with its 18th-century tilework. XVII. || I love climbing high places and taking pictures. I climbed it because it was near my accommodation. It was pretty good. Of course, I climbed it before going to better places, so I'm giving it a 5 for the feeling I got from that moment. || The church is very beautiful; the richness of the details makes it surreal. || Interesting church near the Arraiolos market. Nice interior. The exterior viewpoint isn't the best, but it offers a different perspective from the more well-known viewpoints. || A very beautiful church situated in a location with a fantastic view over Lisbon. || Very beautiful church with a view over the city. || The house of the Lord is served by a young, friendly, and attentive priest, kind to the faithful, visitors, and many others. Situated on a hill, it offers a viewpoint overlooking part of Lisbon, the Tagus River, etc. My daughter loves visiting the church after school. Simple, as is the work of the Lord, but very touching, as is everything in Him! || Baptism, First and Second Communion, Confirmation, marriage, renewal of vows for 50 years of marriage, all performed in this Church. Thanks be to Our Lady and to God. 🙏❤️🙏 … || Built in the 17th century, it was completely destroyed in the 1755 earthquake. The Convent of Nossa Senhora da Penha de França is adjacent to the church. More on... NOT JUST HIKING (gabifem.es) || The church is wonderful, it brings a lot of peace, the paintings are perfect. || Beautiful church with a unique architectural style! Not very visited, but well worth a trip! || Very beautiful, not to mention that from the entrance of the building there is a wonderful view over Lisbon. It's well worth a visit. || This church is absolutely beautiful. First visit, I loved it. || Beautiful place, beautiful mass, place of peace! || A surprisingly quiet place, just you and the silence. There are absolutely no people around. Beautiful. There's an observation deck nearby. || I really like the water tower-like building behind the church. It is very distinctive and the graffiti is beautiful. || A discreet church on a high point in Lisbon. One of the most beautiful I've ever seen. || Very beautiful church. The woman in the house next door opened the door especially for us and showed us everything. There were no labels, but everything seemed so. A Catholic church, after all. || The church's elevated location offers a panoramic view of almost the entire city of Lisbon. The church's interior, however, reveals its own unique beauty. Beautiful.",38.7304641,-9.1314613
Church of Our Lady of Grace,"https://www.google.com/maps/place/Church+of+Our+Lady+of+Grace/@38.7576198,-9.1480752,14z/data=!3m1!5s0xd19322d2ecc1bf5:0xeb8b05122a13a2c6!4m11!1m3!2m2!1sCathedral+in+Alvalade,+Portugal,+Lisbon!6e1!3m6!1s0xd19338907994013:0x9442e74f0e43bc78!8m2!3d38.716504!4d-9.1312228!15sCidDYXRoZWRyYWwgaW4gQWx2YWxhZGUsIFBvcnR1Z2FsLCBMaXNib25aJyIlY2F0aGVkcmFsIGluIGFsdmFsYWRlIHBvcnR1Z2FsIGxpc2JvbpIBD2NhdGhvbGljX2NodXJjaJoBJENoZERTVWhOTUc5blMwVkpRMEZuVFVSSmRFazJiRGRCUlJBQuABAPoBBAgAEDY!16s%2Fg%2F120rg25l?hl=en&entry=ttu&g_ep=EgoyMDI2MDEyNS4wIKXMDSoKLDEwMDc5MjA2N0gBUAM%3D",Culture,4.6,0,,38.716504,-9.1312228
Ministério Alfa Viva Lisboa,"https://www.google.com/maps/place/Minist%C3%A9rio+Alfa+Viva+Lisboa/@38.7576198,-9.1480752,14z/data=!4m11!1m3!2m2!1sCathedral+in+Alvalade,+Portugal,+Lisbon!6e1!3m6!1s0xd1932ff97c4f3fb:0x496b0c00549010b6!8m2!3d38.7562007!4d-9.1468056!15sCidDYXRoZWRyYWwgaW4gQWx2YWxhZGUsIFBvcnR1Z2FsLCBMaXNib26SARJldmFuZ2VsaWNhbF9jaHVyY2jgAQA!16s%2Fg%2F11c1w0jhlq?hl=en&entry=ttu&g_ep=EgoyMDI2MDEyNS4wIKXMDSoKLDEwMDc5MjA2N0gBUAM%3D",Culture,4.8,9,"I've been attending CEIZS for a year, and it was in this church that I found people who are responsible with the word of God, who seek to be better people and are an inspiration for us to do the same. I am very grateful to know this place of welcome and true life change! || Every day in this house I learn about God's love and the importance of listening to God's word and being part of those who make history with my family. A place of serious people committed to God's word. || 🙏🏻A place to worship God requires trust and faith; this cannot be explained, it is lived... Only those who are worshippers understand... … || Unfortunately, they preach so much about God's love, but they don't live out love for their neighbor! They only think about money! But one day they will have to give an account to the great ""I AM""! || A place with the word of God, praise, fellowship, and care for people. || Very good, a service where the focus is on the Word. My family and I are very grateful to God for this ministry... || I love this place! Amazing, kind people, an excellent place to worship God! Blessed pastors!!! || The House of God is a place of TRANSFORMATION, where my life is challenged every day to change for the better! || Blessed place! Family in God!",38.7562007,-9.1468056
Patriarchate of Lisbon,"https://www.google.com/maps/place/Patriarchate+of+Lisbon/@38.7149704,-9.1650277,14z/data=!4m11!1m3!2m2!1sCathedral+in+Alvalade,+Portugal,+Lisbon!6e1!3m6!1s0xd19338a7a0e022f:0xb88efd4ae97c0037!8m2!3d38.7149704!4d-9.1269189!15sCidDYXRoZWRyYWwgaW4gQWx2YWxhZGUsIFBvcnR1Z2FsLCBMaXNib26SARZyZWxpZ2lvdXNfb3JnYW5pemF0aW9u4AEA!16zL20vMDV6bmNz?hl=en&entry=ttu&g_ep=EgoyMDI2MDEyNS4wIKXMDSoKLDEwMDc5MjA2N0gBUAM%3D",Culture,4.5,9,"An emblematic/historical location in Lisbon, it is very well preserved. || Very beautiful, it looks ordinary from the outside, but the view from the observation deck is very good. It is very windy, but worth seeing! || Among the historical and iconic places of Lisbon... || Excellent concert by Sara Correia. Great talents from the São Vicente fado school. || Yesterday, World Youth Day began with a Mass in Eduardo VII Park. Near the altar were several dozen people dressed in white (priests, I believe...) with the young people at the far end of the park, quite a distance from the altar that brings them together. This is how the Portuguese clergy sees young people: us in front, you behind... || Today (October 29, 2023), while listening to the Sunday Eucharist on TVI, commemorating Army Day in Viana do Castelo, the celebrant, D. Rui Valério, Cardinal Patriarch of Lisbon, until recently Bishop of the Armed Forces, when referring to the theaters of operations where the army operates or has operated, began by mentioning the battles of São Mamede, Ourique, Aljubarrota... Central African Republic, Mali, etc., but did not mention the Colonial War, perhaps deliberately, as it is not fashionable to do so. I felt offended and indignant. SHAMEFUL! || I noticed that the priest who celebrated Mass today via RTP1 was not wearing a mask, even when he was giving Communion.  And at times he was very close to the altar servers and assistants. || A beautiful building. It has a library where you can find old and rare books; I believe access is reserved for historians and researchers. || Beautiful views from its observation deck. A fantastic view of the neighborhood's rooftops, with the National Pantheon in front and the Vasco de Gama Bridge in the background.",38.7149704,-9.1269189
Terra Heal Massage Temple - Spa Lisbon,"https://www.google.com/maps/place/Terra+Heal+Massage+Temple+-+Spa+Lisbon/@38.7223,-9.1393,14z/data=!4m10!1m2!2m1!1sSpa+in+Penha+de+Fran%C3%A7a,+Portugal,+Lisbon!3m6!1s0xd193387b36f0d17:0x934780da13b52052!8m2!3d38.7191915!4d-9.1426724!15sCilTcGEgaW4gUGVuaGEgZGUgRnJhbsOnYSwgUG9ydHVnYWwsIExpc2JvblopIidzcGEgaW4gcGVuaGEgZGUgZnJhbsOnYSBwb3J0dWdhbCBsaXNib26SAQttYXNzYWdlX3NwYeABAA!16s%2Fg%2F11cp85dnld?hl=en&entry=ttu&g_ep=EgoyMDI2MDEyMS4wIKXMDSoASAFQAw%3D%3D",Wellness_Lifestyle,4.9,0,,38.7191915,-9.1426724
Paradise Lisbon Spa,"https://www.google.com/maps/place/Paradise+Lisbon+Spa/@38.7223,-9.1393,14z/data=!4m10!1m2!2m1!1sSpa+in+Penha+de+Fran%C3%A7a,+Portugal,+Lisbon!3m6!1s0xd1933b65b22d94f:0x9084bda04b3cd03a!8m2!3d38.7323147!4d-9.1402823!15sCilTcGEgaW4gUGVuaGEgZGUgRnJhbsOnYSwgUG9ydHVnYWwsIExpc2JvblopIidzcGEgaW4gcGVuaGEgZGUgZnJhbsOnYSBwb3J0dWdhbCBsaXNib26SAQttYXNzYWdlX3NwYeABAA!16s%2Fg%2F11mtrfptbn?hl=en&entry=ttu&g_ep=EgoyMDI2MDEyMS4wIKXMDSoASAFQAw%3D%3D",Wellness_Lifestyle,4.8,0,,38.7323147,-9.1402823
Venus Spa Lisboa,"https://www.google.com/maps/place/Venus+Spa+Lisboa/@38.7223,-9.1393,14z/data=!4m10!1m2!2m1!1sSpa+in+Penha+de+Fran%C3%A7a,+Portugal,+Lisbon!3m6!1s0xd1935c3f09680a3:0x59533baf07e32761!8m2!3d38.7104545!4d-9.1372917!15sCilTcGEgaW4gUGVuaGEgZGUgRnJhbsOnYSwgUG9ydHVnYWwsIExpc2JvblopIidzcGEgaW4gcGVuaGEgZGUgZnJhbsOnYSBwb3J0dWdhbCBsaXNib26SAQttYXNzYWdlX3NwYeABAA!16s%2Fg%2F11ybdx_fqj?hl=en&entry=ttu&g_ep=EgoyMDI2MDEyMS4wIKXMDSoASAFQAw%3D%3D",Wellness_Lifestyle,4.8,0,,38.7104545,-9.1372917
